id,gia,tieu_de,mo_ta_chi_tiet,thuong_hieu,dong_xe,nam_dang_ky,so_km_da_di,tinh_trang,loai_xe,dung_tich_xe,xuat_xu
2225,8.0,Xe wave rsx,Máy êm dàn áo cũ mới làm máy được 3 tháng,Honda,Wave,2014.0,12000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2227,7.8,Đổi xe nên cần bán,Xe gtdd bao chanh chấp ko cc Mua lại đi làm được 1 năm nay dư ra Xe đang sử dụng bình thường mua về đổ xăng là đi Còn bớt cho ace chốt nhanh gọn,Yamaha,Sirius,2016.0,40000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2228,6.8,Honda tay ga nữ xe nhà đi kỹ xem xe quận 12,Honda tay ga nữ máy rin giấy tờ đầy đủ xe nhà chạy kỹ xem xe q12 Giá 6tr8 bớt lộc,Honda,Click,2008.0,1500.0,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản
2229,30.0,Cần bán xe vario 125 xe chính chủ ký tên,Mình cần mua xe khác nên bán xe này cần xe vẫn còn đẹp hơi trầy trụa tí xíu theo năm tháng xe chạy không bị kêu tiếng hú máy móc ok anh em mua về chỉ viêc đổ xăng vào chạy thôi ai cần mua liên hệ Zalo hoặc sđt,Honda,Vario,2021.0,162.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2230,6.0,Xe Liberty,Nhà dư dùng nên muốn để lại cho anh chị em nào cần Máy mạnh mẽ chạy là thích xe nhà nên chăm sóc định kỳ mọi người yên tâm đem về chạy thôi cảm ơn chợ tốt,Piaggio,Beverly,2012.0,18000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2231,7.0,Wave110 2009,Wave S 110 máy moc bao êm khỏe bstp o9c bán bao tranh chấp tai nha ai cần xe di làm alo e nha,Honda,Wave,2009.0,0.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2232,25.0,Xe sonic 150 chính chủ có ít đồ chơi Máy zin,Xe chính chủ Có kiểng ít đồ chơi Nay k có nhu cầu sử dụng Nên cần bán cho ae nào có thiện chí mua lại để sử dụng A thật sự cần thì liên hệ e,Honda,Sonic,2020.0,25.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2233,7.8,Honda win độ cafe racing nghiêm chỉnh,Dư dùng cần bán xe ạ Xe dọn cafe racer Xe chạy bình thường ổn định đèn đóm đầy đủ Đã độ phuộc trước lớn gắp sau độ đèn đề đầy đủ Fix nhiều cho ai mua nhanh,Honda,Win,1995.0,50000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
2234,23.0,Vespa S125 3Vie dư ít đi nhượng lại,Dư bán bớt 1 xe dọn kiểng đẹp nhà ít đi nên bán Vespa S125 đời máy cao nhất 3Vie máy mạnh xe 2 chìa khoá về chỉ đổ xăng là đi chính chủ ký giấy Giá 23tr ace đừng so sanh với xe nát giá có thể thượng thiện trí mua ACE cần nhắn mình,Piaggio,Vespa,2012.0,999999.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2235,8.1,AIR BLADE Fi BSTP XE TỐT MÁY ÊM NGON CHẠY LIỀN,AE KIẾM XE NGON BỀN ĐẸP MÁY MÓC ÊM RU ALO EM NHA EM BÁN CHIẾC AB FI BIỂN SÀI GÒN TÌNH TRẠNG XE CHẠY BỀN LẮM MÁY MÓC ÊM RU KO KÊU HÚ GÌ CẢ ĐỀ NHẸ NHÀNG ÊM ÁI LÊN XINHAN KÈN LÊN ĐỦ TÓM LẠI MUA VỀ GIỌOC LIỀN NHA CAVET GỐC ĐÀNG HOÀNG YÊN TÂM AE ƯNG ALO EM Ạ,Honda,Air Blade,2012.0,25000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2236,5.8,SIRIUS 50CC CHẠY TỐT MÁY ÊM ĐỀ KÈN XINHAN CAVET ĐỦ,EM BÁN CHIẾC SIRIUS 50CC BIỂN 47 TÌNH TRẠNG XE CHẠY KHÔNG CẦN BẰNG LÁI MÁY MÓC OK ÊM CHẠY MẠNH CÁC CHỨC NĂNG OK HOẠT ĐỘNG TỐT ĐỀ KÈN XI NHAN ĐỦ CẢ CAVET GỐC ĐÀNG HOÀNG YÊN TÂM AE NÀO CẦN ALO EM NHA,Hãng khác,Dòng khác,2016.0,25000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2237,6.0,Cần thanh lý xe Shark 125,Xuất xứ Việt Xe đầy đủ giấy tờ Ae nào cần liên hệ coi trực tiếp máy móc rin Liên hệ mình để coi trực tiếp có hỗ trợ tiền xăng ae nào ok giao lưu,SYM,Shark,2011.0,21000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2238,16.5,Cần bán xe fz nhà đi,Xe fz150 đời 2015 xe nhà nên bảo dưỡng thường xuyên Xe sang tên được bao ký ủy quyền,Yamaha,FZ,2015.0,50000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
2239,25.0,Bán xe Suzuki EN 150 đẹp đi phượt,Xe cũ nhưng chạy ngon bền bỉ nhé ace Đi phượt xuyên Việt ko phải lo lắng gì luôn Xe mình đang đi làm hàng ngày nên xem xe giờ hành chính thì ở Quận 1 còn ngoài giờ làm việc thì xe ở Quận 12 Giá bán 25tr sẽ bớt cho ae nào hợp duyên,Suzuki,EN,2012.0,119999.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan
2240,6.5,Suzuki Axelo 125,Nhà dư xe cần bán chiếc xe như hình giá rẻ cho anh em đi làm Máy móc cực bốc giấy tờ đầy đủ không chính chủ Anh em quan tâm liên hệ em không có thời gian rep tn ạk,Suzuki,Axelo,2013.0,56789.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
2241,2.5,Xe Hayate,Cần bán xe Hayate xe chạy còn rất ngon ai cần liên hệ nhé,Suzuki,Hayate,2011.0,10000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2242,35.0,5p71 2010 không thương lương xe ko chính chủ,Xe họ hàng cho mình Không sang tên được Máy êm mạnh Xe zin Chưa rớt đầu Mọi chức năng hoạt động bình thường Ae nào cần hãy gọi xe tốt nên mình ko giảm giá Cảm ơn ả,Yamaha,Exciter,2009.0,62500.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2243,9.0,cần bán kymco kpipe125,xe đề nhẹ là lên vẫn đi làm bth hằng ngày bị lỗi dây điện đồng hồ ae mua về đi lại đường điện là oke giá có bớt nhẹ xem xe q12 zalo,Kymco,K-Pipe,2017.0,20000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đài Loan
2244,15.0,cần bán xe ab 110 2009 xe fi xe chính chủ,Cần bán xeab 110 2009 fi xe bstp chính chủ cc ae cần lh xe q12,Honda,Air Blade,2009.0,6789.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2245,103.0,SH350i 2021 máy thái bs 70,Xe cầm đồ khách bỏ đã uỷ quyền qua bên e Sh350i 2021 máy thái xe odo chuẩn 15000km phát hiện tour odo tặng xe Xe keng bảo dưỡng kỹ ae mua về chỉ đổ xăng chạy Xe lên sẵn bi cầu demi Audi Bao ae công chứng uỷ quyền Xem xe ở 465 Trương Thị Hoa Phường Tân Thới Hiệp Q12,Honda,SH,2021.0,150000.0,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan
2246,63.5,Vespa limited Sprint 125i ABS Xe lướt 4k 2022ful,Vespa limited Sprint 125i ABS Xe lướt 4k đăng ký 10 2022 full phụ kiện sổ sách kiếng khoá đủ Xe như cái thùng phiên bản giới hạn Đèn Led 2 tầng Giá 63 5tr Alo e,Piaggio,Sprint,2022.0,4100.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2247,16.8,Wave 11 2023 bstp 9chủ nguyên zin như mới đi kĩ,Cần bán Wave Alpha 11 2023 bstp chính chủ đăng bán công chứng liền trong ngày Xe nguyên zin toàn bộ Máy móc chưa qua sửa chữa mọi thứ như mới chạy ít gần 9000km Mua bán trực tiếp tại nhà Đồng ý mua ra công chứng đoàng hoàng Hình ảnh thật 100 vừa chụp Cần người mua xài thiện chí Cảm ơn,Honda,Wave,2023.0,8700.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2248,14.5,Xe FUTURE đời 2017 Chính Chủ,Xe bán như hình chính chủ bao công chứng trong ngày mọi chức năng hoạt động tốt máy êm ae mua về đổ xăng là chạy,Honda,Future,2017.0,55000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2249,14.5,bán vision 2016 đã lên smk bst,Xe hoạt động bình thường điện đề còi đầy đủ 3s tắt máy đã lên smk btc có cmnd chủ xe mua bán tại nhà,Honda,Vision,2016.0,80000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2250,30.7,Wave 2016 mới đẹp,A đam mê xe đẹp thì vào đây xem em có một chiếc xe wave 2016 đẹp như mới không sử dụng Nay em để lại cho ace nào có nhu cầu sử dụng Xe còn rất đẹp như mới máy móc sáng đẹp nhìn là thích Được thì sang tên ngay Em đi làm 5h chiều mới về nên không có thời gian xem điện thoại nhiều không thể nhắn tin qua chợ tốt mong ace thông cảm có gì gọi trực tiếp cho em sau 5h chiều nhé Cảm ơn chợ tốt,Honda,Wave,2016.0,1600.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam
2251,19.9,NVX 155 ABS,cavet theo xe bao tranh chấp xe mới như ảnh đã thay nhớt máy nhớt láp đã lên tay thắng RCB gù chống rung tay lái Xe mua tại cửa hàng còn giấy tờ mua bán và bảo hành xe tại cửa hàng Xem xe ở chung cư Kim Tâm Hải gần cầu tham lương,Yamaha,Nvx,2018.0,80000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2252,1.8,ware đẹp máy mạnh giá rẻ,Nhà mình 2 chiếc xe đang đi làm bị bệnh kẹt tiền nên bán lại xe cho anh em mua về chỉ việc đổ xăng chạy thôi,Hãng khác,Dòng khác,2019.0,1111.0,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc
2253,9.0,xe nhà mới dọn,Mình mới dọn nhưng muốn đổi qua tay ga ai mua,Honda,Wave,2008.0,30000.0,Đã sử dụng,Xe số,Đang cập nhật,Nhật Bản
2254,13.9,Piaggio Liberty 2014 3Vie biển 59,Mình con gái chạy canh thay nhớt số máy nên chạy rất êm máy móc zin chưa thay sửa chưa gì hết xe mua về chỉ việc chạy thôi do mình muốn bán để đổi xe điện đi cho nhẹ chứ bán cũng tiếc nên ACE nào thiện chí muốn mua qua xem xe ạ Xe biển số tp q1 9 nút luôn nha hiii,Piaggio,Liberty,2014.0,48736.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2255,14.0,xe Dream lùn thái cần bán,Mình có chiếc xe honda Dream lùn sx 2001 máy zin êm lắm ạ có giấy tờ đầy đủ chứng minh chủ xe luôn ạ ace cần mua gọi mình nhé,Honda,Dream,2001.0,43315.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan
2256,10.5,vision chính chủ,Mua xe mới cần thanh lý xe đang dùng tốt Vision đời đầu chính chủ Biển tphcm gò vấp Bán cho anh chị mua về sử dụng giá 10 5 triệu Mua bán tại nhà Cho anh chị yên tâm Kiểm tra ok mua bán trực tiếp liên hệ,Honda,Vision,2013.0,65000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2257,2.9,Xe novo,Hàng đang chạy ngon ông vìa về quê nhờ bán hộ,Yamaha,Nouvo,2005.0,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2258,13.0,cần bán gấp,Xe 1 đời chủ xe dùng kĩ còn như mới ae cần cứ qua coi trực tiếp,Honda,Wave,2018.0,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2259,8.5,liberty 3v bstp xe đẹp keng,Du dung bán chiếc liberty 3v 2014bstp Xe đẹp lắm lien lac k đổ bể máy zin êm bao chạy Trước mua cửa hàng bán giao cavet vs hợp đồng uỷ quyền cũ,Piaggio,Liberty,2014.0,49000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2260,10.0,để lại con xe cho ae cày cuốc lh sdt,Xe chạy ngon và ít hao xăng ae cần liên hệ mình nha,Yamaha,Sirius,2016.0,99999.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2261,9.5,Ko còn dùng tới nên m bán,Do bận con nhỏ ít đi lại để ko bụi bặm nên m pass xe này đi vẫn OK Có thể tới check xe thoải mái Biển số 59 Có giấy đăng ký xe,Honda,Vision,2012.0,10000.0,Đã sử dụng,Tay ga,Đang cập nhật,Nhật Bản
2262,25.0,Sh Ý 2006,0 kó giấy tờ máy còn đẹp bao lỗi cho ae nhaa ship có cọccc,Honda,SH,2006.0,300.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2263,22.5,cần bán e winner v3,Winner xv3 bản ĐB Đăng kí 2022 Phanh abs Có thương lượng,Honda,Winner X,2022.0,30000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2264,10.5,Vison nhà chạy kỹ xem xe q12,Honda tay ga nữ máy rin giấy tờ đầy đủ xe nhà chạy kỹ xem xe q12 Bao tranh chấp Giá 10tr500,Honda,Vision,2012.0,1500.0,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản
2265,15.8,Rs 206 máy 12li54 bstp chính chủ,Mình cần bán gấp ae cần liên hệ mình nha,Honda,Wave,2006.0,10000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2266,55.0,Honda future x fi cọp,Chia sẽ lại cho ae đam mê fu x fi 2010 chính chủ biển tphcm 4sô đi 19000km 2 chìa khoa 2 vỏ zin theo xe gai dầy bao zin nguyên xe vảo đảm ko lai con ốc kể cả nhông sên đĩa ae đam mê sưu tầm nhấc cái máy alo mình x mình mua mới từ đầu và mua bán tại nhà ae cò lái né dùm cái còn tào lao thì xem qua cho vui thôi cảm ơn,Honda,Future,2010.0,19000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2267,13.0,cần bán bé winner 150 đời 2017,Xe đầy đủ giấy tờ nha ae có giấy mua bán của cửa hàng bs 84,Honda,Winner,2017.0,51000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản
2268,2.0,xe cho ae sinh viên có nhu cầu đi học đi làm,Xe cho anh em đi học đi làm giá cả hợp lý,Honda,Wave,2008.0,1000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
2269,12.0,Cần bán xe 67,Cần bán xe 67 có giấy tờ đầy đủ do dư xe nên để lại cho ai cần liên hệ mình ạ Cảm ơn ac,Honda,67,1980.0,40000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2270,58.0,bán xe vespa Sprint,Tôi chính chủ cần bán xe Vespa Print 125 Nữ sử dụng đi có hơn 10 000 km mới lột keo Xe gần như mới 100 Vẫn còn bảo hành chính hãng XE BIỂN SỐ TỈNH,Piaggio,Sprint,2023.0,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2271,6.6,AIR BLADE HONĐA FULL THÁI CỰC ĐẸP XE NGON ÊM MẠNH,Anh em tài chính ít muốn kiếm xe hãng Honda FULL THÁI máy móc êm ru chạy ngon bền alo em nhé Em bán chiếc Air Blade biển 82 chạy ngon lắm các chức năng đầy đủ đề kèn xi nhan Ok Tóm lại mua về chạy liền cà vẹt đầy đủ yên tâm anh em nào cần mua xe Cày cuốc tiền ít thịt nhiều alo em nhé,Honda,Air Blade,2009.0,25000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2272,8.5,Cần bán gấp wave rsx 2015 xăng cơ,Kẹt tiền cần bán wave 2015 xăng cơ xe này trước đây mua ở cửa hàng Chưa sang tên Xe đang chạy đi làm kẹt tiền nên bán máy móc chưa qua sữa chữa còn rin Xe vẫn đang chạy đi làm bình thường hoạt động tốt xe mới đi mưa về chưa rửa nên nhìn hơi dơ ạ,Honda,Wave,2015.0,15000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2273,7.7,SIRIUS CỰC NGON MÁY BAO BỀN ĐIỆN ĐỀ ĐỦ CHẠY LIỀN,AE KIẾM XE NGON BỀN ĐẸP RẺ ALO EM NHÉ EM BÁN CHIẾC SIRIUS BIỂN ĐỒNG NAI ĐĂNG KÍ 2014 CẮC CHỨC NĂNG OK HOẠT ĐỘNG TỐT ĐỀ NHẸ NHÀNG ÊM ÁI LÊN XINHAN KÈN ĐỦ CẢ TÓM LẠI MUA VỀ GIỌOC LIỀN NHA CAVET GỐC ĐÀNG HOÀNG YÊN TÂM MUA BÁN TẠI NHÀ,Yamaha,Sirius,2014.0,25000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2274,8.8,bán Xe Vision Fi 2013 zin bSTp máy êm,cần bán chiếc xe vision fi 2013 màu đỏ máy móc êm ru khỏi phải bàn đi lợi xăng bstp giấy tờ đầy đủ hết nha ai cần gịi đt e trực tiếp bao check thoải mái xin camm Ơn,Honda,Vision,2013.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan
2275,12.0,CẦN BÁN XE HON DA 67 XE GIÂY TƠ ĐÂY ĐỦ,Xe chạy rất êm đạp nổ Xe đẹp chạy rất ok bạn nào cần liên hệ bớt lộc nha coi xe tại q12,Honda,67,1980.0,4000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
2276,21.5,BÁN XE JANUS MỚI 98 KHOÁ SMK,Xe chính chủ giấy tờ đầy đủ Không trầy xước mới từ trong ra ngoài Ít chạy 1853km Khoá smk GIÁ CẢ CÓ THỂ THƯƠNG LƯỢNG CHO NGƯỜI THIỆN CHÍ MUA,Yamaha,Janus,2019.0,1853.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2277,22.0,BÁN XE CÒN MỚI 98,Xe chính chủ giấy tờ đầy đủ Còn mới 98 Có dán keo chống trầy Xe ít đi do muốn đổi xe mới nên cần bán GIÁ CẢ CÓ THỂ THƯƠNG LƯỢNG NẾU CÓ THIỆN CHÍ MUA,Yamaha,Janus,2019.0,1853.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2278,6.2,cầm đồ thanh lý,Cầm đồ thanh lý xe waveS 2008 máy êm Vỏ sấu Giá 6 200 000 biển số tp,Honda,Wave,2008.0,30000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam
2279,10.5,Xe Cub,Giấy tờ đầy đủ Điện đầy đủ Xem xe ở Quận 12,Hãng khác,Dòng khác,1997.0,1.0,Đã sử dụng,Xe số,Dưới 50 cc,Đang cập nhật
2280,3.35,Đang cho ae chiếc xe về đi lm đi cài,Bán xe ae nào cần mua về đi làm đi chợ chở hàng giá hợp lý còi đèn xi nhan ok hết mua thiện chí gọi điện,Honda,Dream,2008.0,100000.0,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc
2281,4.1,Cần bán xe viva,Xe còn hoạt động tốt mọi chức năng máy êm chạy lợi xăng giấy tờ đầy đủ bán tại nhà bao tranh chấp xe cày bừa thoải mái không sợ hư hỏng vặt,Suzuki,Viva,2006.0,45678.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2282,16.3,Xe Vision Fi 2019 zin bs đồng nai máy êm ru,càn bán xe vision fi 2019 zin máy míc êm ru bs đồng nai giấy tờ đầy đủ xe màu xanh rất đẹp ai cần gọi đt e nha xinc cảm ơn,Honda,Vision,2019.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2283,20.0,xe mới chính chủ,Xe mới chay dc 1000km xe dang đợi bấm biển,Honda,Wave,2025.0,1000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2284,4.2,Nhà dư cần bán xe giấy tờ đầy đủ biển số thành phố,Nhà fư cần bán xe giấy tờ đầy đủ bstp tình trạng xe máy êm mạnh cặp mâm zin vào rất nhiều dồ hon đa anh chị em cần lh yt anh chị em mua về sử dụng giá cả còn tl cho chị thiện chí còn anh chị em của hàng cảm thấy khó thì bỏ qua rúp em nhá cám ơn mọi người đã xem tin,Hãng khác,Dòng khác,2023.0,1.0,Đã sử dụng,Xe số,100 - 175 cc,Nước khác
2285,3.0,Mình đang bán lại Luvias cho ae nào cần mua về,Mình bán giá rẻ cho ae mua về tại nhà giá rẻ ưu đãi gọi điện đến xem xe xe hơi kêu,Yamaha,Luvias,2011.0,200000.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan
2286,29.0,mua bán hssv,xe bị xước nhẹ ae cần liên hệ vs e còn thương lượng,Yamaha,Exciter,2021.0,60000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2287,18.5,wave mới 2024,Odo 2400 xe mới leng keng mới mua chạy ít,Honda,Wave,2024.0,2400.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan
2288,12.0,bán xe cub leng kang máy móc ngon êm như xe điện,Xe khoẻ chạy bền tiết kiệm xăng nhận giao lưu xe cần bán gấp,Honda,Cub,2000.0,10000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
2289,18.0,Xe EXCITER GP 150CC chính chủ biển 59 18 triệu,Bán xe Exciter GP đời 2017 Biển 59 xe chính chủ E là người dùng không phải thợ xem xe trực tiếp tại quận 12 Giá 18 triệu,Yamaha,Exciter,2017.0,50000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
2290,11.0,Xe không đi cần bán Hà Huy Giáp Q12,Xe mua đã lâu Ít đi cần bán lại Tình trạng xe zin xe vavet bao tranh chấp k bao sang tên Anh chị có nhu cầu xin liên hệ 0907 Chin bay baba 83,Yamaha,Janus,2017.0,72000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2291,15.0,AB 125 2014,do không có nhu cầu sử dụng nên mình muốn pass lại con AB 125 đời 2014 một đời chủ từ đầu Ngoài hình xe thì hao mòn theo thời gian Được cái máy móc mình bảo dưỡng kỹ nên còn chất Anh em nào thiện chí cứ liên hệ mình để thương lượng Cảm ơn anh em xem tin Cảm ơn chợ tốt duyệt tin,Honda,Air Blade,2014.0,68050.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2292,28.0,Xe sh ý máy 150 lên áo 2009,Xe ý Đời 2002 lên áo 2009 Cục máy 125 lên full 150 ý,Honda,SH,2002.0,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2293,8.5,Cần bán xe máy móc zin chưa bung máy,Xe nữ đi máy móc êm chưa bung máy Biển số tphcm chính chủ,Honda,Wave,2010.0,900.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2294,18.0,Bán xe wave rsx 2021,Xe nguyên zin chỉ đi học và đi làm xe chính chủ cà vẹt giấy tờ xe đầy đủ bao sang tên cho ace nhắn tin em thương lượng ạ,Honda,Wave,2021.0,10000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2295,9.8,Shark 170cc gtdd,Xe mình Shark 170cc 2 thắng đĩa máy êm mạnh mới rửa xe thay nhớt xe hoạt động tốt đầy đủ chức năng anh em mua về sử dụng ngay không sửa chữa gì cốp rộng đổ xăng phía trước tiện lợi Xe đang sử dụng rất ok đi xa tốt Xe biển số TPHCM 5 số giấy tờ đầy đủ mua bán tại nhà viết giấy bao tranh chấp Mong tiếp người thiện chí Cảm ơn mọi người đã xem tin,SYM,Shark,2012.0,22222.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan
2296,15.9,xe ab đời 2013 2014,Kẹt tiền cần bán Xe k chính chủ mua cầm đồ có giấy mua bán Xe mua về mình sửa hết lên đồ ngon Ae tơi xem xe chạy thử là biết Xe đang cầm đồ máy móc thay nồi sẵn hết ae bung thoải mái,Honda,Air Blade,2014.0,65000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2297,3.9,Xe chính chủ biển sài gòn sang tên ủy quyền,Mua xe mới nên bán Xe máy rất êm mạnh đặc biệt không hao xăng điện đèn còi xi nhan tất cả hoàn chỉnh anh chị mua về chỉ việc đổ xăng chạy thôi anh chị nào từng sử dụng qua dòng xe của hãng sym thì biết được chất xe nồi đồng cối đá như nào ạ Mua bán giao dịch trực tiếp tại nhà gần ủy ban phường tân chánh hiệp quận 12 Cảm ơn chợ tốt,SYM,Attila,2009.0,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan
2298,4.3,135 LX BSTP,Xe nhà để kho lâu năm Máy móc nguyên zin Đèn đề đâỳ đủ Thích hợp cho ace chạy công nghệ Hoặc có phương tiện đi lại Minh đang làm nt trên chợ tốt Cảm ơn ace đọc tin Minh kv q12,Yamaha,Nouvo,2010.0,10000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2299,36.0,BN302 xe máy móc êm zin đảm bảo uy tín,AE suy nghĩ gì nữa hốt em này về mà chạy máy móc là khởi lo nha AE Giá lại tốt nữa Xem xe LH em Địa chỉ song hành Q12 cách đường Nguyễn Văn quá 500m Zalo,Honda,Dòng khác,2016.0,5000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Thái Lan
2300,12.0,Tôi cần bán xe honda 67,cần ra đi honda 67 giấy tờ đầy đủ Xe đạp rất nhạy nha mấy ac Để lại ac nào cần lh em nhé,Honda,67,1980.0,40000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2301,3.0,xe Cub,Cần nhượng lại cho ai cần ạ do không có chỗ để xe,Honda,Cub,2007.0,5786.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam
2302,12.5,Ecxiter,Cần bán xe như hình bao tranh chấp toàn quốc Còn bộ giấy công chứng ủy quyền của chủ củ luôn Mình bán dùm thằng em nên ae mua thì tranh thủ nhe hihi,Yamaha,Exciter,2013.0,100000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
2303,11.5,Thanh lý bán cho người dùng xe khoẻ đi ngon,Do muốn mua chiếc tay ga nên cần bán lại xe đang đi cho người dùng xe có cà vẹt mua bán giấy tờ tay bao tranh chấp khi nào có dịp về ninh thuận sẽ làm giấy bán sau tôi dân Sài Gòn nơi ở ổn định nên yên tâm về giấy tờ xem xe thương lượng có bớt người mua thiện chí xem xe test thoải mái,Honda,Wave,2019.0,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2304,12.0,Galaxy 50 cũ 2023,Galaxy 50cc học sinh sinh viên không cần bằng lái Odo 10 800km Xe đi bảo dưỡng đầy đủ mỗi 1000km máy nguyên zin mua về chỉ cần chạy không cần làm gì thêm Sang tên ủy quyền đều đc giá 12 đồng cho ace ạ Liên hệ qua tin nhắn vì sdt ko còn xài nx,SYM,Galaxy,2023.0,10800.0,Đã sử dụng,Xe số,Dưới 50 cc,Đài Loan
2305,14.5,Bán ex 2017,Xe đang sữ dụng bình thường xe nhà đang đi không lỗi lầm máy zin dọn ngoài sơ sơ như hình,Yamaha,Exciter,2017.0,30000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
